Crime_ID,Date,Year,City,State,Crime_Category,Crime_Type,Severity,Cases_Reported,Case_Status
CR00574,2024-07-29,2024,Mumbai,Maharashtra,Women,Harassment,Low,278,Open
CR00575,2023-12-11,2023,Ludhiana,Punjab,Violent,Robbery,High,347,Open
CR00576,2025-01-03,2025,Gurugram,Haryana,Traffic,Hit and Run,Low,402,Under Investigation
CR00577,2026-11-21,2026,Shimla,Himachal Pradesh,Property,Burglary,Medium,106,Open
CR00578,2026-12-06,2026,Coimbatore,Tamil Nadu,Violent,Assault,Medium,187,Chargesheet Filed
CR00579,2024-03-29,2024,Indore,Madhya Pradesh,Violent,Robbery,Medium,234,Under Investigation
CR00580,2026-10-17,2026,Hyderabad,Telangana,Cyber,UPI Fraud,Low,60,Under Investigation
CR00581,2021-06-21,2021,Coimbatore,Tamil Nadu,Traffic,Drunk Driving,Medium,264,Chargesheet Filed
CR00582,2020-11-12,2020,Madurai,Tamil Nadu,Cyber,UPI Fraud,Medium,28,Chargesheet Filed
CR00583,2021-02-19,2021,Nashik,Maharashtra,Women,Harassment,Medium,31,Open
CR00584,2022-05-06,2022,Ahmedabad,Gujarat,Cyber,UPI Fraud,Low,138,Under Investigation
CR00585,2023-08-06,2023,Madurai,Tamil Nadu,Traffic,Hit and Run,Low,29,Open
CR00586,2024-09-26,2024,Dhanbad,Jharkhand,Traffic,Drunk Driving,High,115,Chargesheet Filed
CR00587,2025-09-17,2025,Siliguri,West Bengal,Property,Burglary,Medium,422,Closed
CR00588,2026-12-30,2026,Noida,Uttar Pradesh,Violent,Robbery,High,421,Open
CR00589,2025-09-26,2025,Mysuru,Karnataka,Women,Stalking,Low,70,Open
CR00590,2023-04-13,2023,Ludhiana,Punjab,Traffic,Hit and Run,Medium,376,Open
CR00591,2022-10-26,2022,Salem,Tamil Nadu,Property,Burglary,Medium,464,Chargesheet Filed
CR00592,2022-11-23,2022,Siliguri,West Bengal,Violent,Assault,Low,100,Chargesheet Filed
CR00593,2025-11-03,2025,Surat,Gujarat,Traffic,Drunk Driving,Medium,219,Closed
CR00594,2024-11-20,2024,Jammu,J&K,Violent,Robbery,High,303,Closed
CR00595,2023-05-24,2023,Guwahati,Assam,Cyber,UPI Fraud,High,443,Chargesheet Filed
CR00596,2023-04-19,2023,Thiruvananthapuram,Kerala,Traffic,Drunk Driving,Low,206,Chargesheet Filed
CR00597,2022-08-17,2022,Bhopal,Madhya Pradesh,Cyber,Phishing,Low,464,Chargesheet Filed
CR00598,2024-01-26,2024,Raipur,Chhattisgarh,Cyber,Phishing,High,272,Closed
CR00599,2023-09-12,2023,Ranchi,Jharkhand,Women,Harassment,Medium,161,Open
CR00600,2023-08-19,2023,Bhubaneswar,Odisha,Women,Harassment,High,384,Open
CR00601,2025-05-05,2025,Mysuru,Karnataka,Women,Stalking,Medium,63,Chargesheet Filed
CR00602,2024-10-22,2024,Udaipur,Rajasthan,Violent,Assault,High,261,Under Investigation
CR00603,2025-08-09,2025,Faridabad,Haryana,Cyber,UPI Fraud,Low,320,Chargesheet Filed
CR00604,2021-05-03,2021,Indore,Madhya Pradesh,Women,Stalking,Medium,91,Open
CR00605,2021-02-18,2021,Vijayawada,Andhra Pradesh,Cyber,Phishing,High,187,Open
CR00606,2021-10-28,2021,Dehradun,Uttarakhand,Property,Burglary,High,390,Closed
CR00607,2026-01-15,2026,Visakhapatnam,Andhra Pradesh,Women,Harassment,Low,370,Closed
CR00608,2020-03-12,2020,Agra,Uttar Pradesh,Traffic,Hit and Run,Low,173,Under Investigation
CR00609,2021-10-21,2021,Jodhpur,Rajasthan,Traffic,Drunk Driving,Low,377,Under Investigation
CR00610,2024-12-02,2024,Vijayawada,Andhra Pradesh,Cyber,Phishing,High,157,Closed
CR00611,2021-10-17,2021,Pune,Maharashtra,Traffic,Hit and Run,Low,442,Open
CR00612,2020-03-01,2020,Dhanbad,Jharkhand,Traffic,Hit and Run,Medium,401,Closed
CR00613,2020-08-27,2020,Bengaluru,Karnataka,Violent,Robbery,High,466,Open
CR00614,2021-12-23,2021,Nashik,Maharashtra,Violent,Robbery,Low,102,Open
CR00615,2022-09-11,2022,Raipur,Chhattisgarh,Cyber,UPI Fraud,Medium,201,Open
CR00616,2026-09-03,2026,Coimbatore,Tamil Nadu,Property,Theft,Medium,45,Chargesheet Filed
CR00617,2024-07-19,2024,Delhi,Delhi,Traffic,Hit and Run,Medium,255,Closed
CR00618,2024-04-23,2024,Vadodara,Gujarat,Traffic,Hit and Run,High,461,Open
CR00619,2021-04-20,2021,Bengaluru,Karnataka,Property,Theft,Medium,366,Chargesheet Filed
CR00620,2021-02-06,2021,Kolkata,West Bengal,Violent,Robbery,High,300,Open
CR00621,2025-06-18,2025,Thiruvananthapuram,Kerala,Violent,Assault,Low,184,Under Investigation
CR00622,2023-09-25,2023,Pune,Maharashtra,Traffic,Hit and Run,High,108,Under Investigation
CR00623,2025-06-29,2025,Visakhapatnam,Andhra Pradesh,Violent,Assault,High,163,Under Investigation
CR00624,2026-09-29,2026,Hyderabad,Telangana,Cyber,Phishing,Low,91,Closed
CR00625,2021-05-27,2021,Dhanbad,Jharkhand,Traffic,Hit and Run,Medium,110,Closed
CR00626,2026-05-01,2026,Nagpur,Maharashtra,Violent,Assault,Medium,122,Chargesheet Filed
CR00627,2022-02-25,2022,Lucknow,Uttar Pradesh,Cyber,UPI Fraud,High,229,Open
CR00628,2022-11-23,2022,Shimla,Himachal Pradesh,Property,Burglary,Low,496,Open
CR00629,2022-12-13,2022,Jammu,J&K,Traffic,Hit and Run,Low,61,Open
CR00630,2021-10-20,2021,Ranchi,Jharkhand,Women,Stalking,Medium,247,Under Investigation
CR00631,2020-09-10,2020,Mysuru,Karnataka,Violent,Assault,Medium,462,Open
CR00632,2025-05-17,2025,Guntur,Andhra Pradesh,Violent,Robbery,Medium,146,Under Investigation
CR00633,2024-07-02,2024,Coimbatore,Tamil Nadu,Traffic,Drunk Driving,High,118,Chargesheet Filed
CR00634,2024-10-19,2024,Thiruvananthapuram,Kerala,Traffic,Hit and Run,Medium,236,Chargesheet Filed
CR00635,2023-05-09,2023,Salem,Tamil Nadu,Cyber,Phishing,Medium,27,Closed
CR00636,2020-08-13,2020,Kanpur,Uttar Pradesh,Traffic,Drunk Driving,Low,387,Under Investigation
CR00637,2022-12-16,2022,Delhi,Delhi,Property,Theft,Low,109,Under Investigation
CR00638,2022-06-23,2022,Coimbatore,Tamil Nadu,Property,Theft,High,419,Open
CR00639,2024-02-01,2024,Shimla,Himachal Pradesh,Traffic,Hit and Run,Low,435,Chargesheet Filed
CR00640,2022-09-09,2022,Visakhapatnam,Andhra Pradesh,Traffic,Hit and Run,High,257,Open
CR00641,2020-11-16,2020,Salem,Tamil Nadu,Property,Theft,High,450,Chargesheet Filed
CR00642,2021-12-27,2021,Ahmedabad,Gujarat,Traffic,Drunk Driving,Medium,82,Chargesheet Filed
CR00643,2020-02-14,2020,Varanasi,Uttar Pradesh,Women,Stalking,Medium,377,Under Investigation
CR00644,2025-02-11,2025,Bengaluru,Karnataka,Women,Harassment,Medium,333,Closed
CR00645,2023-04-13,2023,Lucknow,Uttar Pradesh,Cyber,UPI Fraud,Low,59,Open
CR00646,2026-10-11,2026,Nashik,Maharashtra,Cyber,Phishing,High,27,Closed
CR00647,2022-04-02,2022,Raipur,Chhattisgarh,Traffic,Drunk Driving,Medium,192,Chargesheet Filed
CR00648,2024-07-15,2024,Thiruvananthapuram,Kerala,Cyber,UPI Fraud,Medium,439,Open
CR00649,2026-04-06,2026,Vijayawada,Andhra Pradesh,Property,Theft,High,185,Chargesheet Filed
CR00650,2026-11-13,2026,Srinagar,J&K,Women,Stalking,High,265,Chargesheet Filed
CR00651,2024-09-03,2024,Dhanbad,Jharkhand,Women,Harassment,High,78,Under Investigation
CR00652,2026-10-10,2026,Mumbai,Maharashtra,Traffic,Drunk Driving,Low,464,Under Investigation
CR00653,2020-04-18,2020,Chennai,Tamil Nadu,Cyber,Phishing,Medium,114,Closed
CR00654,2022-01-30,2022,Mumbai,Maharashtra,Cyber,Phishing,Low,75,Chargesheet Filed
CR00655,2024-10-15,2024,Indore,Madhya Pradesh,Women,Stalking,Medium,281,Chargesheet Filed
CR00656,2024-06-11,2024,Madurai,Tamil Nadu,Cyber,Phishing,Medium,193,Open
CR00657,2025-05-09,2025,Varanasi,Uttar Pradesh,Women,Stalking,Medium,336,Chargesheet Filed
CR00658,2026-08-23,2026,Ahmedabad,Gujarat,Property,Theft,High,263,Open
CR00659,2022-07-24,2022,Kolkata,West Bengal,Women,Stalking,High,393,Chargesheet Filed
CR00660,2024-12-04,2024,Jodhpur,Rajasthan,Violent,Robbery,Low,493,Closed
CR00661,2023-02-04,2023,Nashik,Maharashtra,Property,Burglary,High,210,Open
CR00662,2024-02-03,2024,Amritsar,Punjab,Women,Harassment,Low,199,Open
CR00663,2026-09-30,2026,Bengaluru,Karnataka,Cyber,UPI Fraud,Low,43,Chargesheet Filed
CR00664,2026-04-13,2026,Mysuru,Karnataka,Cyber,Phishing,Medium,288,Closed
CR00665,2020-10-11,2020,Guntur,Andhra Pradesh,Women,Harassment,Medium,16,Chargesheet Filed
CR00666,2020-09-24,2020,Jaipur,Rajasthan,Women,Harassment,High,480,Under Investigation
CR00667,2024-04-25,2024,Nagpur,Maharashtra,Violent,Robbery,High,455,Open
CR00668,2024-09-21,2024,Srinagar,J&K,Women,Stalking,Medium,313,Under Investigation
CR00669,2026-07-10,2026,Lucknow,Uttar Pradesh,Traffic,Hit and Run,High,279,Closed
CR00670,2020-12-24,2020,Tiruchirappalli,Tamil Nadu,Women,Harassment,Medium,471,Under Investigation
CR00671,2022-07-04,2022,Coimbatore,Tamil Nadu,Cyber,UPI Fraud,High,340,Open
CR00672,2022-02-27,2022,Bhopal,Madhya Pradesh,Property,Burglary,Medium,269,Under Investigation
CR00673,2021-04-06,2021,Aurangabad,Maharashtra,Traffic,Drunk Driving,Low,244,Open
CR00674,2024-04-16,2024,Jabalpur,Madhya Pradesh,Traffic,Hit and Run,High,286,Closed
CR00675,2020-10-08,2020,Panaji,Goa,Property,Theft,High,453,Under Investigation
CR00676,2021-02-08,2021,Dhanbad,Jharkhand,Cyber,UPI Fraud,Medium,461,Open
CR00677,2026-08-24,2026,Dehradun,Uttarakhand,Violent,Assault,Low,258,Open
CR00678,2025-07-02,2025,Lucknow,Uttar Pradesh,Property,Theft,Medium,39,Chargesheet Filed
CR00679,2026-04-12,2026,Guwahati,Assam,Women,Harassment,Medium,300,Chargesheet Filed
CR00680,2020-03-12,2020,Bengaluru,Karnataka,Traffic,Hit and Run,High,403,Chargesheet Filed
CR00681,2024-02-21,2024,Delhi,Delhi,Property,Theft,Low,409,Closed
CR00682,2022-04-16,2022,Udaipur,Rajasthan,Property,Burglary,Low,383,Chargesheet Filed
CR00683,2021-10-13,2021,Vijayawada,Andhra Pradesh,Traffic,Drunk Driving,High,452,Under Investigation
CR00684,2025-12-03,2025,Varanasi,Uttar Pradesh,Women,Stalking,Medium,61,Closed
CR00685,2021-11-12,2021,Srinagar,J&K,Traffic,Hit and Run,High,95,Closed
CR00686,2020-06-19,2020,Vijayawada,Andhra Pradesh,Cyber,Phishing,Medium,282,Closed
CR00687,2024-02-02,2024,Nagpur,Maharashtra,Cyber,UPI Fraud,High,243,Chargesheet Filed
CR00688,2022-11-04,2022,Jammu,J&K,Traffic,Drunk Driving,High,39,Under Investigation
CR00689,2025-11-20,2025,Noida,Uttar Pradesh,Property,Theft,High,433,Under Investigation
CR00690,2024-06-22,2024,Kochi,Kerala,Property,Burglary,High,197,Under Investigation
CR00691,2022-12-31,2022,Bengaluru,Karnataka,Violent,Robbery,High,205,Chargesheet Filed
CR00692,2023-04-01,2023,Nashik,Maharashtra,Traffic,Hit and Run,Low,46,Under Investigation
CR00693,2021-03-31,2021,Agra,Uttar Pradesh,Traffic,Hit and Run,High,326,Closed
CR00694,2020-11-01,2020,Lucknow,Uttar Pradesh,Property,Theft,Medium,204,Under Investigation
CR00695,2026-01-01,2026,Visakhapatnam,Andhra Pradesh,Violent,Robbery,Low,215,Under Investigation
CR00696,2021-03-06,2021,Siliguri,West Bengal,Women,Harassment,High,236,Open
CR00697,2022-11-02,2022,Kanpur,Uttar Pradesh,Women,Stalking,Low,35,Open
CR00698,2022-11-04,2022,Raipur,Chhattisgarh,Traffic,Hit and Run,Medium,148,Open
CR00699,2026-10-03,2026,Srinagar,J&K,Cyber,UPI Fraud,High,26,Chargesheet Filed
CR00700,2022-06-28,2022,Jaipur,Rajasthan,Traffic,Drunk Driving,High,22,Chargesheet Filed
